title,firstname,middlename,lastname,name_suffix,nickname,party,state,district,in_office,gender,phone,fax,website,webform,congress_office,bioguide_id,votesmart_id,fec_id,govtrack_id,crp_id,twitter_id,congresspedia_url,youtube_url,facebook_id,official_rss,senate_class,birthdate,oc_email
Rep,Paul,,Cook,,,R,CA,8,1,M,202-225-5861,202-225-6498,https://cook.house.gov,,1222 Longworth House Office Building,C001094,58121,H2CA08164,412513,N00034224,RepPaulCook,,http://youtube.com/RepPaulCook,RepPaulCook,,,1943-03-03,Rep.Cook@opencongress.org
Sen,Tom,,Cotton,,,R,AR,Junior Seat,1,M,202-224-2353,,https://www.cotton.senate.gov,http://www.cotton.senate.gov/?p=contact,124 Russell Senate Office Building,C001095,135651,H2AR04083,412508,N00033363,SenTomCotton,,http://youtube.com/RepTomCotton,SenatorTomCotton,,II,1977-05-13,Sen.Cotton@opencongress.org
Rep,Kevin,,Cramer,,,R,ND,0,1,M,202-225-2611,202-226-0893,https://cramer.house.gov,,1717 Longworth House Office Building,C001096,444,H0ND01026,412555,N00004614,RepKevinCramer,,http://youtube.com/kevincramer,CongressmanKevinCramer,,,1961-01-21,Rep.Cramer@opencongress.org
Rep,Tony,,Cárdenas,,,D,CA,29,1,M,202-225-6131,202-225-0819,https://cardenas.house.gov,,1510 Longworth House Office Building,C001097,9754,H2CA28113,412517,N00033373,RepCardenas,,http://youtube.com/repcardenas,repcardenas,,,1963-03-31,Rep.Cardenas@opencongress.org
Sen,Ted,,Cruz,,,R,TX,Junior Seat,1,M,202-224-5922,202-228-3398,https://www.cruz.senate.gov,https://www.cruz.senate.gov/?p=form&id=16,404 Russell Senate Office Building,C001098,135705,S2TX00312,412573,N00033085,SenTedCruz,,http://youtube.com/sentedcruz,SenatorTedCruz,,I,1970-12-22,Sen.Cruz@opencongress.org
Rep,Salud,,Carbajal,,,D,CA,24,1,M,202-225-3601,,https://carbajal.house.gov,,212 Cannon House Office Building,C001112,81569,H6CA24303,412686,N00037015,RepCarbajal,,http://youtube.com/repcarbajal,repsaludcarbajal,,,1964-11-18,Rep.Carbajal@opencongress.org
Rep,Danny,K.,Davis,,,D,IL,7,1,M,202-225-5006,202-225-5641,https://davis.house.gov,,2159 Rayburn House Office Building,D000096,233,H4IL07037,400093,N00004884,RepDannyDavis,http://www.opencongress.org/wiki/Danny_Davis,http://youtube.com/dannykdavis07,CongressmanDKDavis,,,1941-09-06,Rep.Davis@opencongress.org
Rep,Peter,A.,DeFazio,,,D,OR,4,1,M,202-225-6416,,https://defazio.house.gov,,2134 Rayburn House Office Building,D000191,27037,H6OR04047,400100,N00007781,RepPeterDeFazio,http://www.opencongress.org/wiki/Peter_DeFazio,http://youtube.com/PeterDeFazio,RepPeterDeFazio,,,1947-05-27,Rep.Defazio@opencongress.org
Rep,Diana,L.,DeGette,,,D,CO,1,1,F,202-225-4431,202-225-5657,https://degette.house.gov,,2111 Rayburn House Office Building,D000197,561,H6CO01141,400101,N00006134,RepDianaDeGette,http://www.opencongress.org/wiki/Diana_DeGette,http://youtube.com/RepDianaDeGette,DianaDeGette,,,1957-07-29,Rep.Degette@opencongress.org
Rep,Rosa,L.,DeLauro,,,D,CT,3,1,F,202-225-3661,202-225-4890,https://delauro.house.gov,,2413 Rayburn House Office Building,D000216,26788,H0CT03072,400103,N00000615,RosaDeLauro,http://www.opencongress.org/wiki/Rosa_DeLauro,http://youtube.com/rosadelauro,CongresswomanRosaDeLauro,,,1943-03-02,Rep.Delauro@opencongress.org
Rep,Lloyd,A.,Doggett,,,D,TX,35,1,M,202-225-4865,202-225-3073,https://doggett.house.gov,,2307 Rayburn House Office Building,D000399,21689,H4TX10028,400111,N00006023,RepLloydDoggett,http://www.opencongress.org/wiki/Lloyd_Doggett,http://youtube.com/doggett,lloyddoggett,,,1946-10-06,Rep.Doggett@opencongress.org
Rep,Michael,F.,Doyle,Jr.,Mike,D,PA,14,1,M,202-225-2135,202-225-3084,https://doyle.house.gov,,239 Cannon House Office Building,D000482,21853,H4PA18131,400114,N00001373,USRepMikeDoyle,http://www.opencongress.org/wiki/Michael_Doyle,http://youtube.com/CongressmanDoyle,usrepmikedoyle,,,1953-08-05,Rep.Doyle@opencongress.org
Rep,John,J.,Duncan,Jr.,Jimmy,R,TN,2,1,M,202-225-5435,202-225-6440,https://duncan.house.gov,,2207 Rayburn House Office Building,D000533,27069,H8TN02069,400116,N00003209,RepJohnDuncanJr,http://www.opencongress.org/wiki/John_Duncan,http://youtube.com/RepJohnDuncan,CongressmanDuncan,,,1947-07-21,Rep.Duncan@opencongress.org
Sen,Richard,J.,Durbin,,,D,IL,Senior Seat,1,M,202-224-2152,202-228-0400,https://www.durbin.senate.gov,https://www.durbin.senate.gov/contact/,711 Hart Senate Office Building,D000563,26847,S6IL00151,300038,N00004981,SenatorDurbin,http://www.opencongress.org/wiki/Richard_Durbin,http://youtube.com/SenatorDurbin,SenatorDurbin,,II,1944-11-21,Sen.Durbin@opencongress.org
Rep,Mario,,Diaz-Balart,,,R,FL,25,1,M,202-225-4211,202-225-8576,https://mariodiazbalart.house.gov,,440 Cannon House Office Building,D000600,24312,H2FL25018,400108,N00025337,MarioDB,http://www.opencongress.org/wiki/Mario_Diaz-Balart,http://youtube.com/MarioDiazBalart,mdiazbalart,,,1961-09-25,Rep.Mariodiazbalart@opencongress.org
Rep,Charles,W.,Dent,,,R,PA,15,1,M,202-225-6411,202-226-0778,https://dent.house.gov,,2082 Rayburn House Office Building,D000604,9121,H4PA15087,400648,N00026171,RepCharlieDent,http://www.opencongress.org/wiki/Charles_Dent,http://youtube.com/CongressmanDent,CongressmanDent,,,1960-05-24,Rep.Dent@opencongress.org
Sen,Joe,,Donnelly,,,D,IN,Senior Seat,1,M,202-224-4814,202-225-6798,https://www.donnelly.senate.gov,https://www.donnelly.senate.gov/contact/email-joe,720 Hart Senate Office Building,D000607,34212,H4IN02101,412205,N00026586,SenDonnelly,http://www.opencongress.org/wiki/Joe_Donnelly,http://youtube.com/sendonnelly,senatordonnelly,,I,1955-09-28,Sen.Donnelly@opencongress.org
Rep,Theodore,E.,Deutch,,,D,FL,22,1,M,202-225-3001,202-225-5974,https://teddeutch.house.gov,,2447 Rayburn House Office Building,D000610,67151,H0FL19080,412385,N00031317,RepTedDeutch,http://www.opencongress.org/wiki/Ted_Deutch,http://youtube.com/congressmanteddeutch,CongressmanTedDeutch,,,1966-05-07,Rep.Teddeutch@opencongress.org
Rep,Jeff,,Denham,,,R,CA,10,1,M,202-225-4540,202-225-3402,https://denham.house.gov,,1730 Longworth House Office Building,D000612,28769,H0CA19173,412403,N00031593,RepJeffDenham,http://www.opencongress.org/wiki/Jeff_Denham,http://youtube.com/repjeffdenham,RepJeffDenham,,,1967-07-29,Rep.Denham@opencongress.org
Rep,Sean,P.,Duffy,,,R,WI,7,1,M,202-225-3365,202-225-3240,https://duffy.house.gov,,2330 Rayburn House Office Building,D000614,126238,H0WI07051,412488,N00030967,RepSeanDuffy,http://www.opencongress.org/wiki/Sean_Duffy,http://youtube.com/RepSeanDuffy,RepSeanDuffy,,,1971-10-03,Rep.Duffy@opencongress.org
Rep,Jeff,,Duncan,,,R,SC,3,1,M,202-225-5301,202-225-3216,https://jeffduncan.house.gov,,2229 Rayburn House Office Building,D000615,47967,H0SC03077,412472,N00030752,RepJeffDuncan,http://www.opencongress.org/wiki/Jeff_Duncan,http://youtube.com/congjeffduncan,RepJeffDuncan,,,1966-01-07,Rep.Jeffduncan@opencongress.org
Rep,Scott,,DesJarlais,,,R,TN,4,1,M,202-225-6831,202-226-5172,https://desjarlais.house.gov,,2301 Rayburn House Office Building,D000616,123473,H0TN04195,412477,N00030957,DesJarlaisTN04,http://www.opencongress.org/wiki/Scott_Desjarlais,http://youtube.com/ScottDesJarlaisTN04,ScottDesJarlaisTN04,,,1964-02-21,Rep.Desjarlais@opencongress.org
Sen,Steve,,Daines,,,R,MT,Junior Seat,1,M,202-224-2651,202-228-1236,https://www.daines.senate.gov,https://www.daines.senate.gov/connect/email-steve,320 Hart Senate Office Building,D000618,135720,H2MT01060,412549,N00033054,SteveDaines,,http://youtube.com/SteveDainesMT,SteveDainesMT,,II,1962-08-20,Sen.Daines@opencongress.org
Rep,Rodney,,Davis,,,R,IL,13,1,M,202-225-2371,217-791-6168,https://rodneydavis.house.gov,,1740 Longworth House Office Building,D000619,9622,H2IL13120,412536,N00034784,RodneyDavis,,http://youtube.com/RepRodneyDavis,RepRodneyDavis,,,1970-01-05,Rep.Rodneydavis@opencongress.org
Rep,John,K.,Delaney,,,D,MD,6,1,M,202-225-2721,202-225-2193,https://delaney.house.gov,,1632 Longworth House Office Building,D000620,135143,H2MD06195,412544,N00033897,RepJohnDelaney,,http://youtube.com/repjohndelaney,congressmanjohndelaney,,,1963-04-16,Rep.Delaney@opencongress.org
Rep,Ron,,DeSantis,,,R,FL,6,1,M,202-225-2706,202-226-6299,https://desantis.house.gov,,1524 Longworth House Office Building,D000621,137630,H2FL00292,412526,N00034746,RepDeSantis,,http://youtube.com/RepRonDeSantis,RepDeSantis,,,1978-09-14,Rep.Desantis@opencongress.org
Sen,Tammy,,Duckworth,,,D,IL,Junior Seat,1,F,202-224-2854,,https://www.duckworth.senate.gov,https://www.duckworth.senate.gov/content/contact-senator,524 Hart Senate Office Building,D000622,57442,H6IL06141,412533,N00027860,SenDuckworth,,http://youtube.com/repduckworth,SenDuckworth,,III,1968-03-12,Sen.Duckworth@opencongress.org
Rep,Eliot,L.,Engel,,,D,NY,16,1,M,202-225-2464,202-225-5513,https://engel.house.gov,,2462 Rayburn House Office Building,E000179,26972,H8NY19058,400122,N00001003,RepEliotEngel,http://www.opencongress.org/wiki/Eliot_Engel,http://youtube.com/engel2161,RepEliotLEngel,,,1947-02-18,Rep.Engel@opencongress.org
Rep,Anna,G.,Eshoo,,,D,CA,18,1,F,202-225-8104,202-225-8890,http://eshoo.house.gov,,241 Cannon House Office Building,E000215,26741,H8CA12098,400124,N00007335,RepAnnaEshoo,http://www.opencongress.org/wiki/Anna_Eshoo,http://youtube.com/RepAnnaEshoo,RepAnnaEshoo,,,1942-12-13,Rep.Eshoo@opencongress.org
Sen,Michael,B.,Enzi,,,R,WY,Senior Seat,1,M,202-224-3424,202-228-0359,https://www.enzi.senate.gov,http://www.enzi.senate.gov/public/index.cfm/contact?p=e-mail-senator-enzi,379a Russell Senate Office Building,E000285,558,S6WY00126,300041,N00006249,SenatorEnzi,http://www.opencongress.org/wiki/Michael_Enzi,http://youtube.com/senatorenzi,mikeenzi,,II,1944-02-01,Sen.Enzi@opencongress.org
Rep,Keith,Maurice,Ellison,,,D,MN,5,1,M,202-225-4755,202-225-4886,https://ellison.house.gov,,2263 Rayburn House Office Building,E000288,38982,H6MN05183,412215,N00028257,KeithEllison,http://www.opencongress.org/wiki/Keith_Ellison,http://youtube.com/RepKeithEllison,Keith.Ellison,,,1963-08-04,Rep.Ellison@opencongress.org
Rep,Elizabeth,H.,Esty,,,D,CT,5,1,F,202-225-4476,202-225-5933,https://esty.house.gov,,221 Cannon House Office Building,E000293,72826,H2CT05131,412524,N00033217,RepEsty,,http://youtube.com/RepEsty,RepEsty,,,1959-08-25,Rep.Esty@opencongress.org
Rep,Tom,,Emmer,,,R,MN,6,1,M,202-225-2331,202-225-6475,https://emmer.house.gov,,315 Cannon House Office Building,E000294,38894,H4MN06087,412639,N00035440,RepTomEmmer,,http://youtube.com/RepTomEmmer,reptomemmer,,,1961-03-03,Rep.Emmer@opencongress.org
Sen,Dianne,,Feinstein,,,D,CA,Senior Seat,1,F,202-224-3841,202-228-3954,https://www.feinstein.senate.gov,https://www.feinstein.senate.gov/public/index.cfm/e-mail-me,331 Hart Senate Office Building,F000062,53273,S0CA00199,300043,N00007364,SenFeinstein,http://www.opencongress.org/wiki/Dianne_Feinstein,http://youtube.com/SenatorFeinstein,senatorfeinstein,,I,1933-06-22,Sen.Feinstein@opencongress.org
Rep,Rodney,P.,Frelinghuysen,,,R,NJ,11,1,M,202-225-5034,202-225-3186,https://frelinghuysen.house.gov,,2306 Rayburn House Office Building,F000372,22177,H2NJ05014,400142,N00000684,USRepRodney,http://www.opencongress.org/wiki/Rodney_Frelinghuysen,http://youtube.com/RepFrelinghuysen,rfrelinghuysen,,,1946-04-29,Rep.Frelinghuysen@opencongress.org
Sen,Jeff,,Flake,,,R,AZ,Junior Seat,1,M,202-224-4521,202-226-4386,https://www.flake.senate.gov/public,https://www.flake.senate.gov/public/index.cfm/contact-jeff,413 Russell Senate Office Building,F000444,28128,H0AZ01184,400134,N00009573,JeffFlake,http://www.opencongress.org/wiki/Jeff_Flake,http://youtube.com/flakeoffice,senatorjeffflake,,I,1962-12-31,Sen.Flake@opencongress.org
Rep,Trent,,Franks,,,R,AZ,8,1,M,202-225-4576,202-225-6328,https://franks.house.gov,,2435 Rayburn House Office Building,F000448,28399,H4AZ04024,400141,N00006423,RepTrentFranks,http://www.opencongress.org/wiki/Trent_Franks,http://youtube.com/RepTrentFranks,TrentFranks,,,1957-06-19,Rep.Franks@opencongress.org
Rep,Jeff,Lane,Fortenberry,,,R,NE,1,1,M,202-225-4806,202-225-5686,https://fortenberry.house.gov,,1514 Longworth House Office Building,F000449,41929,H4NE01064,400640,N00026631,JeffFortenberry,http://www.opencongress.org/wiki/Jeff_Fortenberry,http://youtube.com/JeffFortenberry,jefffortenberry,,,1960-12-27,Rep.Fortenberry@opencongress.org
Rep,Virginia,,Foxx,,,R,NC,5,1,F,202-225-2071,202-225-2995,https://foxx.house.gov,,2262 Rayburn House Office Building,F000450,6051,H4NC05146,400643,N00026166,VirginiaFoxx,http://www.opencongress.org/wiki/Virginia_Foxx,http://youtube.com/repvirginiafoxx,RepVirginiaFoxx,,,1943-06-29,Rep.Foxx@opencongress.org
Rep,Bill,,Foster,,,D,IL,11,1,M,202-225-3515,202-225-9420,https://foster.house.gov,,1224 Longworth House Office Building,F000454,101632,H8IL14067,412257,N00029139,RepBillFoster,http://www.opencongress.org/wiki/Bill_Foster,http://youtube.com/RepBillFoster,CongressmanBillFoster,,,1955-10-07,Rep.Foster@opencongress.org
Rep,Marcia,L.,Fudge,,,D,OH,11,1,F,202-225-7032,202-225-1339,https://fudge.house.gov,,2344 Rayburn House Office Building,F000455,110640,H8OH11141,412327,N00030490,RepMarciaFudge,http://www.opencongress.org/wiki/Marcia_Fudge,http://youtube.com/marcialfudge,RepMarciaLFudge,,,1952-10-29,Rep.Fudge@opencongress.org
Sen,Alan,Stuart,Franken,,Al,D,MN,Junior Seat,1,M,202-224-5641,202-224-0044,https://www.franken.senate.gov,https://www.franken.senate.gov/?p=contact,309 Hart Senate Office Building,F000457,108924,S8MN00438,412378,N00029016,SenFranken,http://www.opencongress.org/wiki/Al_Franken,http://youtube.com/SenatorFranken,senatoralfranken,,II,1951-05-21,Sen.Franken@opencongress.org
Rep,Charles,J.,Fleischmann,,Chuck,R,TN,3,1,M,202-225-3271,202-225-3494,https://fleischmann.house.gov,,2410 Rayburn House Office Building,F000459,123456,H0TN03254,412476,N00030815,RepChuck,http://www.opencongress.org/wiki/Chuck_Fleischmann,http://youtube.com/repchuck,repchuck,,,1962-10-11,Rep.Fleischmann@opencongress.org
Rep,Blake,,Farenthold,,,R,TX,27,1,M,202-225-7742,202-226-1134,https://farenthold.house.gov,,2331 Rayburn House Office Building,F000460,116919,H0TX27061,412482,N00031672,Farenthold,http://www.opencongress.org/wiki/Blake_Farenthold,http://youtube.com/BlakeFarenthold,BlakeFarenthold,,,1961-12-12,Rep.Farenthold@opencongress.org
Rep,Bill,,Flores,,,R,TX,17,1,M,202-225-6105,202-225-0350,https://flores.house.gov,,2440 Rayburn House Office Building,F000461,116906,H0TX17104,412480,N00031545,RepBillFlores,http://www.opencongress.org/wiki/Bill_Flores,http://youtube.com/RepBillFlores,RepBillFlores,,,1954-02-25,Rep.Flores@opencongress.org
Rep,Lois,,Frankel,,,D,FL,21,1,F,202-225-9890,561-998-9048,https://frankel.house.gov,,1037 Longworth House Office Building,F000462,8102,H2FL14053,412529,N00002893,RepLoisFrankel,,http://youtube.com/reploisfrankel,RepLoisFrankel,,,1948-05-16,Rep.Frankel@opencongress.org
Sen,Deb,,Fischer,,,R,NE,Senior Seat,1,F,202-224-6551,202-228-1325,https://www.fischer.senate.gov,http://www.fischer.senate.gov/public/index.cfm/contact,454 Russell Senate Office Building,F000463,41963,S2NE00094,412556,N00033443,SenatorFischer,,http://youtube.com/senatordebfischer,senatordebfischer,,I,1951-03-01,Sen.Fischer@opencongress.org
Rep,Bob,W.,Goodlatte,,,R,VA,6,1,M,202-225-5431,202-225-9681,https://goodlatte.house.gov,,2309 Rayburn House Office Building,G000289,27116,H2VA06115,400154,N00009154,RepGoodlatte,http://www.opencongress.org/wiki/Robert_Goodlatte,http://youtube.com/RepBobGoodlatte,BobGoodlatte,,,1952-09-22,Rep.Goodlatte@opencongress.org
Sen,Lindsey,O.,Graham,,,R,SC,Senior Seat,1,M,202-224-5972,202-224-3808,https://www.lgraham.senate.gov/public,https://www.lgraham.senate.gov/public/index.cfm/e-mail-senator-graham,290 Russell Senate Office Building,G000359,21992,S0SC00149,300047,N00009975,GrahamBlog,http://www.opencongress.org/wiki/Lindsey_Graham,http://youtube.com/USSenLindseyGraham,USSenatorLindseyGraham,,II,1955-07-09,Sen.Lgraham@opencongress.org
Rep,Kay,,Granger,,,R,TX,12,1,F,202-225-5071,202-225-5683,https://kaygranger.house.gov,,1026 Longworth House Office Building,G000377,334,H6TX12060,400157,N00008799,RepKayGranger,http://www.opencongress.org/wiki/Kay_Granger,http://youtube.com/RepKayGranger,RepKayGranger,,,1943-01-18,Rep.Kaygranger@opencongress.org
Sen,Charles,E.,Grassley,,Chuck,R,IA,Senior Seat,1,M,202-224-3744,202-224-6020,https://www.grassley.senate.gov,http://www.grassley.senate.gov/contact,135 Hart Senate Office Building,G000386,53293,S0IA00028,300048,N00001758,ChuckGrassley,http://www.opencongress.org/wiki/Charles_Grassley,http://youtube.com/senchuckgrassley,grassley,,III,1933-09-17,Sen.Grassley@opencongress.org
Rep,Gene,Eugene,Green,,,D,TX,29,1,M,202-225-1688,202-225-9903,https://green.house.gov,,2470 Rayburn House Office Building,G000410,27100,H2TX29030,400160,N00005870,RepGeneGreen,http://www.opencongress.org/wiki/Raymond_Green,http://youtube.com/RepGeneGreen,RepGeneGreen,,,1947-10-17,Rep.Green@opencongress.org
Rep,Luis,V.,Gutiérrez,,,D,IL,4,1,M,202-225-8203,202-225-7810,https://gutierrez.house.gov,,2408 Rayburn House Office Building,G000535,26841,H2IL08039,400163,N00004874,RepGutierrez,http://www.opencongress.org/wiki/Luis_Gutierrez,http://youtube.com/repluisgutierrez,RepGutierrez,,,1953-12-10,Rep.Gutierrez@opencongress.org
Rep,Raúl,M.,Grijalva,,,D,AZ,3,1,M,202-225-2435,202-225-1541,https://grijalva.house.gov,,1511 Longworth House Office Building,G000551,28253,H2AZ07070,400162,N00025284,RepraulGrijalva,http://www.opencongress.org/wiki/Raul_Grijalva,http://youtube.com/raulgrijalvaaz07,Rep.Grijalva,,,1948-02-19,Rep.Grijalva@opencongress.org
Rep,Louie,B.,Gohmert,Jr.,,R,TX,1,1,M,202-225-3035,202-226-1230,https://gohmert.house.gov,,2243 Rayburn House Office Building,G000552,50029,H4TX04039,400651,N00026148,RepLouieGohmert,http://www.opencongress.org/wiki/Louis_Gohmert,http://youtube.com/GohmertTX01,50375006903,,,1953-08-18,Rep.Gohmert@opencongress.org
Rep,Al,,Green,,,D,TX,9,1,M,202-225-7508,202-225-2947,https://algreen.house.gov,,2347 Rayburn House Office Building,G000553,49680,H4TX09095,400653,N00026686,RepAlGreen,http://www.opencongress.org/wiki/Al_Green,http://youtube.com/RepAlGreen,repalgreen,,,1947-09-01,Rep.Algreen@opencongress.org
Sen,Kirsten,E.,Gillibrand,,,D,NY,Junior Seat,1,F,202-224-4451,202-228-0282,https://www.gillibrand.senate.gov,https://www.gillibrand.senate.gov/contact/email-me,478 Russell Senate Office Building,G000555,65147,H6NY20167,412223,N00027658,SenGillibrand,http://www.opencongress.org/wiki/Kirsten_Gillibrand,http://youtube.com/KirstenEGillibrand,SenKirstenGillibrand,,I,1966-12-09,Sen.Gillibrand@opencongress.org
Rep,Brett,,Guthrie,,,R,KY,2,1,M,202-225-3501,202-226-2019,https://guthrie.house.gov,,2434 Rayburn House Office Building,G000558,18829,H8KY02031,412278,N00029675,RepGuthrie,http://www.opencongress.org/wiki/Steven_Guthrie,http://youtube.com/BrettGuthrie,CongressmanGuthrie,,,1964-02-18,Rep.Guthrie@opencongress.org
Rep,John,,Garamendi,,,D,CA,3,1,M,202-225-1880,202-225-5914,https://garamendi.house.gov,,2438 Rayburn House Office Building,G000559,29664,H0CA10149,412382,N00030856,RepGaramendi,http://www.opencongress.org/wiki/John_Garamendi,http://youtube.com/garamendiCA10,repgaramendi,,,1945-01-24,Rep.Garamendi@opencongress.org
Rep,Tom,,Graves,,,R,GA,14,1,M,202-225-5211,202-225-8272,https://tomgraves.house.gov,,2078 Rayburn House Office Building,G000560,31969,H0GA09030,412388,N00030788,RepTomGraves,http://www.opencongress.org/wiki/Tom_Graves,http://youtube.com/CongressmanGraves,reptomgraves,,,1970-02-03,Rep.Tomgraves@opencongress.org
Rep,Bob,,Gibbs,,,R,OH,7,1,M,202-225-6265,202-225-3394,https://gibbs.house.gov,,2446 Rayburn House Office Building,G000563,45466,H0OH18077,412463,N00031128,RepBobGibbs,http://www.opencongress.org/wiki/Bob_Gibbs,http://youtube.com/RepBobGibbs,RepBobGibbs,,,1954-06-14,Rep.Gibbs@opencongress.org
Rep,Paul,A.,Gosar,,,R,AZ,4,1,M,202-225-2315,202-226-9739,https://gosar.house.gov,,2057 Rayburn House Office Building,G000565,123491,H0AZ01259,412397,N00030771,RepGosar,http://www.opencongress.org/wiki/Paul_Gosar,http://youtube.com/repgosar,repgosar,,,1958-11-22,Rep.Gosar@opencongress.org
Rep,Trey,,Gowdy,,,R,SC,4,1,M,202-225-6030,202-226-1177,https://gowdy.house.gov,,2418 Rayburn House Office Building,G000566,121782,H0SC04257,412473,N00030880,TGowdySC,http://www.opencongress.org/wiki/Trey_Gowdy,http://youtube.com/TGowdySC,RepTreyGowdy,,,1964-08-22,Rep.Gowdy@opencongress.org
Rep,H.,Morgan,Griffith,,,R,VA,9,1,M,202-225-3861,202-225-0076,https://morgangriffith.house.gov,,2202 Rayburn House Office Building,G000568,5148,H0VA09055,412485,N00032029,RepMGriffith,http://www.opencongress.org/wiki/Morgan_Griffith,http://youtube.com/RepMorganGriffith,RepMorganGriffith,,,1958-03-15,Rep.Morgangriffith@opencongress.org
Rep,Tulsi,,Gabbard,,,D,HI,2,1,F,202-225-4906,202-225-4987,https://gabbard.house.gov,,1433 Longworth House Office Building,G000571,129306,H2HI02508,412532,N00033281,TulsiPress,,http://youtube.com/tulsipress,RepTulsiGabbard,,,1981-04-12,Rep.Gabbard@opencongress.org
Rep,Alcee,L.,Hastings,,,D,FL,20,1,M,202-225-1313,202-225-1171,https://alceehastings.house.gov,,2353 Rayburn House Office Building,H000324,26798,H2FL23021,400170,N00002884,RepHastingsFL,http://www.opencongress.org/wiki/Alcee_Hastings,http://youtube.com/RepAlceeHastings,95696782238,,,1936-09-05,Rep.Alceehastings@opencongress.org
Sen,Orrin,G.,Hatch,,,R,UT,Senior Seat,1,M,202-224-5251,202-224-6331,https://www.hatch.senate.gov,http://www.hatch.senate.gov/public/index.cfm/contact?p=Email-Orrin,104 Hart Senate Office Building,H000338,53352,S6UT00063,300052,N00009869,SenOrrinHatch,http://www.opencongress.org/wiki/Orrin_Hatch,http://youtube.com/SenatorOrrinHatch,senatororrinhatch,,I,1934-03-22,Sen.Hatch@opencongress.org
Rep,Steny,H.,Hoyer,,,D,MD,5,1,M,202-225-4131,202-225-4300,https://hoyer.house.gov,,1705 Longworth House Office Building,H000874,26890,H2MD05155,400189,N00001821,WhipHoyer,http://www.opencongress.org/wiki/Steny_Hoyer,http://youtube.com/LeaderHoyer,WhipHoyer,,,1939-06-14,Rep.Hoyer@opencongress.org
Rep,Jeb,,Hensarling,,,R,TX,5,1,M,202-225-3484,202-226-4888,https://hensarling.house.gov,,2228 Rayburn House Office Building,H001036,49827,H2TX05121,400175,N00024922,RepHensarling,http://www.opencongress.org/wiki/Jeb_Hensarling,http://youtube.com/repjebhensarling,RepHensarling,,,1957-05-29,Rep.Hensarling@opencongress.org
Rep,Brian,M.,Higgins,,,D,NY,26,1,M,202-225-3306,202-226-0347,https://higgins.house.gov,,2459 Rayburn House Office Building,H001038,23127,H4NY27076,400641,N00027060,RepBrianHiggins,http://www.opencongress.org/wiki/Brian_Higgins,http://youtube.com/CongressmanHiggins,RepBrianHiggins,,,1959-10-06,Rep.Higgins@opencongress.org
Sen,Dean,,Heller,,,R,NV,Senior Seat,1,M,202-224-6244,202-228-6753,https://www.heller.senate.gov/public,http://www.heller.senate.gov/public/index.cfm/contact-form,324 Hart Senate Office Building,H001041,2291,H6NV02164,412218,N00027522,SenDeanHeller,http://www.opencongress.org/wiki/Dean_Heller,http://youtube.com/SenDeanHeller,SenDeanHeller,,I,1960-05-10,Sen.Heller@opencongress.org
Sen,Mazie,K.,Hirono,,,D,HI,Junior Seat,1,F,202-224-6361,202-225-4987,https://www.hirono.senate.gov,https://www.hirono.senate.gov/contact,730 Hart Senate Office Building,H001042,1677,H6HI02251,412200,N00028139,MazieHirono,http://www.opencongress.org/wiki/Mazie_Hirono,http://youtube.com/CongresswomanHirono,senatorhirono,,I,1947-11-03,Sen.Hirono@opencongress.org
Rep,Gregg,,Harper,,,R,MS,3,1,M,202-225-5031,202-225-5797,https://harper.house.gov,,2227 Rayburn House Office Building,H001045,101985,H8MS03067,412280,N00029632,GreggHarper,http://www.opencongress.org/wiki/Gregg_Harper,http://youtube.com/congressmanharper,GreggHarper,,,1956-06-01,Rep.Harper@opencongress.org
Sen,Martin,,Heinrich,,,D,NM,Junior Seat,1,M,202-224-5521,202-225-4975,https://www.heinrich.senate.gov,http://www.heinrich.senate.gov/contact,303 Hart Senate Office Building,H001046,74517,H8NM01224,412281,N00029835,MartinHeinrich,http://www.opencongress.org/wiki/Martin_Heinrich,http://youtube.com/SenMartinHeinrich,MartinHeinrich,,I,1971-10-17,Sen.Heinrich@opencongress.org
Rep,James,A.,Himes,,,D,CT,4,1,M,202-225-5541,202-225-9629,https://himes.house.gov,,1227 Longworth House Office Building,H001047,106744,H8CT04172,412282,N00029070,JAHimes,http://www.opencongress.org/wiki/Jim_Himes,http://youtube.com/congressmanhimes,CongressmanJimHimes,,,1966-07-05,Rep.Himes@opencongress.org
Rep,Duncan,D.,Hunter,,,R,CA,50,1,M,202-225-5672,202-225-0235,https://hunter.house.gov,,2429 Rayburn House Office Building,H001048,104308,H8CA52052,412283,N00029258,Rep_Hunter,http://www.opencongress.org/wiki/Duncan_Hunter,http://youtube.com/CongressmanHunter,DuncanHunter,,,1976-12-07,Rep.Hunter@opencongress.org
Rep,Andy,,Harris,,,R,MD,1,1,M,202-225-5311,202-225-0254,https://harris.house.gov,,1533 Longworth House Office Building,H001052,19157,H8MD01094,412434,N00029147,RepAndyHarrisMD,http://www.opencongress.org/wiki/Andy_Harris,http://youtube.com/RepAndyHarris,AndyHarrisMD,,,1957-01-25,Rep.Harris@opencongress.org
Rep,Vicky,,Hartzler,,,R,MO,4,1,F,202-225-2876,202-225-0148,https://hartzler.house.gov,,2235 Rayburn House Office Building,H001053,8783,H0MO04086,412444,N00031005,RepHartzler,http://www.opencongress.org/wiki/Vicky_Hartzler,http://youtube.com/repvickyhartzler,Congresswoman.Hartzler,,,1960-10-13,Rep.Hartzler@opencongress.org
